cve,created_at,source,body
['CVE-2024-56161'],2025-02-06,mastodon,"CVE-2024-56161 impacts AMD SEV-SNP Microcode 

CVE-2024-56161 impacts AMD SEV-SNP Microcode

    

        

            

        

    

    

        

            BackgroundCVE-2024-56161 is an improper signature verification vulnerability found in the AMD CPU ROM microcode patch loader. This vulnerability enables an attacker with local administrator privileges ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 06, 2025 (7 hours, 45 minutes ago)

     […]

 https:// whalers.ir/blog/cve-2024-56161 -impacts-amd-sev-snp-microcode/6252/"
['cve-2024-56161'],2025-02-06,mastodon,"CVE-2024-56161 impacts AMD SEV-SNP Microcode 

CVE-2024-56161 impacts AMD SEV-SNP Microcode

    

        

            

        

    

    

        

            BackgroundCVE-2024-56161 is an improper signature verification vulnerability found in the AMD CPU ROM microcode patch loader. This vulnerability enables an attacker with local administrator privileges ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 06, 2025 (7 hours, 45 minutes ago)

     […]

 https:// whalers.ir/blog/cve-2024-56161 -impacts-amd-sev-snp-microcode/6252/"
['cve-2024-56161'],2025-02-06,mastodon,"CVE-2024-56161 impacts AMD SEV-SNP Microcode 

CVE-2024-56161 impacts AMD SEV-SNP Microcode

    

        

            

        

    

    

        

            BackgroundCVE-2024-56161 is an improper signature verification vulnerability found in the AMD CPU ROM microcode patch loader. This vulnerability enables an attacker with local administrator privileges ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 06, 2025 (7 hours, 45 minutes ago)

     […]

 https:// whalers.ir/blog/cve-2024-56161 -impacts-amd-sev-snp-microcode/6252/"
['CVE-2025-21293'],2025-02-06,mastodon,"CVE-2025-21293 PoC Exploit Code Released 

CVE-2025-21293 PoC Exploit Code Released

    

        

            

        

    

    

        

            Vulnerability OverviewCVE-2025-21293 is an elevation of privilege vulnerability in Active Directory Domain Services. The vulnerability arises from excessive permissions granted to the Network Configur ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 06, 2025 (19 hours, 57 minutes ago)

        […]

 https:// whalers.ir/blog/cve-2025-21293 -poc-exploit-code-released/6240/"
['CVE-2025-21293'],2025-02-06,mastodon,"CVE-2025-21293 PoC Exploit Code Released 

CVE-2025-21293 PoC Exploit Code Released

    

        

            

        

    

    

        

            Vulnerability OverviewCVE-2025-21293 is an elevation of privilege vulnerability in Active Directory Domain Services. The vulnerability arises from excessive permissions granted to the Network Configur ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 06, 2025 (19 hours, 57 minutes ago)

        […]

 https:// whalers.ir/blog/cve-2025-21293 -poc-exploit-code-released/6240/"
['cve-2025-21293'],2025-02-06,mastodon,"CVE-2025-21293 PoC Exploit Code Released 

CVE-2025-21293 PoC Exploit Code Released

    

        

            

        

    

    

        

            Vulnerability OverviewCVE-2025-21293 is an elevation of privilege vulnerability in Active Directory Domain Services. The vulnerability arises from excessive permissions granted to the Network Configur ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 06, 2025 (19 hours, 57 minutes ago)

        […]

 https:// whalers.ir/blog/cve-2025-21293 -poc-exploit-code-released/6240/"
['cve-2025-21293'],2025-02-06,mastodon,"CVE-2025-21293 PoC Exploit Code Released 

CVE-2025-21293 PoC Exploit Code Released

    

        

            

        

    

    

        

            Vulnerability OverviewCVE-2025-21293 is an elevation of privilege vulnerability in Active Directory Domain Services. The vulnerability arises from excessive permissions granted to the Network Configur ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 06, 2025 (19 hours, 57 minutes ago)

        […]

 https:// whalers.ir/blog/cve-2025-21293 -poc-exploit-code-released/6240/"
['CVE-2009-3555'],2025-02-06,mastodon,# wired  The NVD publishes a comprehensive JSON Schema for their API (e.g.  https:// csrc.nist.gov/schema/nvd/api/2 .0/cve_api_json_2.0.schema ) # tired  The NVD JSON API returns CVE records that don't comply with it (e.g.   https:// services.nvd.nist.gov/rest/jso n/cves/2.0?cveId=CVE-2009-3555 ) https:// github.com/google/osv.dev/pull /3044 🤦‍  # nvd   # cve   # vulnerabilitymanagement   # facepalm
['CVE-2009-3555'],2025-02-06,mastodon,# wired  The NVD publishes a comprehensive JSON Schema for their API (e.g.  https:// csrc.nist.gov/schema/nvd/api/2 .0/cve_api_json_2.0.schema ) # tired  The NVD JSON API returns CVE records that don't comply with it (e.g.   https:// services.nvd.nist.gov/rest/jso n/cves/2.0?cveId=CVE-2009-3555 ) https:// github.com/google/osv.dev/pull /3044 🤦‍  # nvd   # cve   # vulnerabilitymanagement   # facepalm
['CVE-2024-10395'],2025-02-03,mastodon,"CVE-2024-10395 – Apache HTTP Server Input Validation Vulnerability   CVE ID :  CVE-2024-10395 Published :   Feb. 3, 2025, 7:15 a.m. | 49 minutes ago Description :  No proper validation of the length of user input in http_server_get_content_type_from_extension. Severity:  8.6 | HIGH Visit the link for more details, such as CVSS details, affected products, timeline, and more…   Go to Source"
['CVE-2024-10395'],2025-02-03,mastodon,"CVE-2024-10395 – Apache HTTP Server Input Validation Vulnerability   CVE ID :  CVE-2024-10395 Published :   Feb. 3, 2025, 7:15 a.m. | 49 minutes ago Description :  No proper validation of the length of user input in http_server_get_content_type_from_extension. Severity:  8.6 | HIGH Visit the link for more details, such as CVSS details, affected products, timeline, and more…   Go to Source"
['CVE-2024-10395'],2025-02-03,mastodon,"CVE-2024-10395 – Apache HTTP Server Input Validation Vulnerability   CVE ID :  CVE-2024-10395 Published :   Feb. 3, 2025, 7:15 a.m. | 49 minutes ago Description :  No proper validation of the length of user input in http_server_get_content_type_from_extension. Severity:  8.6 | HIGH Visit the link for more details, such as CVSS details, affected products, timeline, and more…   Go to Source"
['CVE-2025-0366'],2025-02-03,mastodon,"CVE-2025-0366 – “Jupiter X Core WordPress Remote Code Execution Vulnerability” 

CVE ID : CVE-2025-0366

Published :  Feb. 1, 2025, 6:15 a.m. | 2 days, 1 hour ago

Description : The Jupiter X Core plugin for WordPress is vulnerable to Local File Inclusion to Remote Code Execution in all versions up to, and including, 4.8.7 via the get_svg() function. This makes it possible for authenticated attackers, with Contributor-level access and above, to include and execute arbitrary files on the server, allowing the execution of any PHP code in those files. This can be used to […]

 https:// whalers.ir/blog/cve-2025-0366- jupiter-x-core-wordpress-remote-code-execution-vulnerability/5525/"
['CVE-2025-0366'],2025-02-03,mastodon,"CVE-2025-0366 – “Jupiter X Core WordPress Remote Code Execution Vulnerability” 

CVE ID : CVE-2025-0366

Published :  Feb. 1, 2025, 6:15 a.m. | 2 days, 1 hour ago

Description : The Jupiter X Core plugin for WordPress is vulnerable to Local File Inclusion to Remote Code Execution in all versions up to, and including, 4.8.7 via the get_svg() function. This makes it possible for authenticated attackers, with Contributor-level access and above, to include and execute arbitrary files on the server, allowing the execution of any PHP code in those files. This can be used to […]

 https:// whalers.ir/blog/cve-2025-0366- jupiter-x-core-wordpress-remote-code-execution-vulnerability/5525/"
['cve-2025-0366'],2025-02-03,mastodon,"CVE-2025-0366 – “Jupiter X Core WordPress Remote Code Execution Vulnerability” 

CVE ID : CVE-2025-0366

Published :  Feb. 1, 2025, 6:15 a.m. | 2 days, 1 hour ago

Description : The Jupiter X Core plugin for WordPress is vulnerable to Local File Inclusion to Remote Code Execution in all versions up to, and including, 4.8.7 via the get_svg() function. This makes it possible for authenticated attackers, with Contributor-level access and above, to include and execute arbitrary files on the server, allowing the execution of any PHP code in those files. This can be used to […]

 https:// whalers.ir/blog/cve-2025-0366- jupiter-x-core-wordpress-remote-code-execution-vulnerability/5525/"
['cve-2025-0366'],2025-02-03,mastodon,"CVE-2025-0366 – “Jupiter X Core WordPress Remote Code Execution Vulnerability” 

CVE ID : CVE-2025-0366

Published :  Feb. 1, 2025, 6:15 a.m. | 2 days, 1 hour ago

Description : The Jupiter X Core plugin for WordPress is vulnerable to Local File Inclusion to Remote Code Execution in all versions up to, and including, 4.8.7 via the get_svg() function. This makes it possible for authenticated attackers, with Contributor-level access and above, to include and execute arbitrary files on the server, allowing the execution of any PHP code in those files. This can be used to […]

 https:// whalers.ir/blog/cve-2025-0366- jupiter-x-core-wordpress-remote-code-execution-vulnerability/5525/"
['CVE-2025-24480'],2025-02-03,mastodon,"CVE-2025-24480 impacts Rockwell Automation 

CVE-2025-24480 impacts Rockwell Automation

    

        

            

        

    

    

        

            CVE-2025-24480 is a critical vulnerability that has been identified in FactoryTalk View Machine Edition, a widely used industrial automation software from Rockwell Automation. This vulnerability is pa ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 02, 2025 (1 day, 7 hours ago)

            […]

 https:// whalers.ir/blog/cve-2025-24480 -impacts-rockwell-automation/5517/"
['CVE-2025-24480'],2025-02-03,mastodon,"CVE-2025-24480 impacts Rockwell Automation 

CVE-2025-24480 impacts Rockwell Automation

    

        

            

        

    

    

        

            CVE-2025-24480 is a critical vulnerability that has been identified in FactoryTalk View Machine Edition, a widely used industrial automation software from Rockwell Automation. This vulnerability is pa ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 02, 2025 (1 day, 7 hours ago)

            […]

 https:// whalers.ir/blog/cve-2025-24480 -impacts-rockwell-automation/5517/"
['CVE-2025-24480'],2025-02-03,mastodon,"CVE-2025-24480 impacts Rockwell Automation 

CVE-2025-24480 impacts Rockwell Automation

    

        

            

        

    

    

        

            CVE-2025-24480 is a critical vulnerability that has been identified in FactoryTalk View Machine Edition, a widely used industrial automation software from Rockwell Automation. This vulnerability is pa ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 02, 2025 (1 day, 7 hours ago)

            […]

 https:// whalers.ir/blog/cve-2025-24480 -impacts-rockwell-automation/5517/"
['cve-2025-24480'],2025-02-03,mastodon,"CVE-2025-24480 impacts Rockwell Automation 

CVE-2025-24480 impacts Rockwell Automation

    

        

            

        

    

    

        

            CVE-2025-24480 is a critical vulnerability that has been identified in FactoryTalk View Machine Edition, a widely used industrial automation software from Rockwell Automation. This vulnerability is pa ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 02, 2025 (1 day, 7 hours ago)

            […]

 https:// whalers.ir/blog/cve-2025-24480 -impacts-rockwell-automation/5517/"
['cve-2025-24480'],2025-02-03,mastodon,"CVE-2025-24480 impacts Rockwell Automation 

CVE-2025-24480 impacts Rockwell Automation

    

        

            

        

    

    

        

            CVE-2025-24480 is a critical vulnerability that has been identified in FactoryTalk View Machine Edition, a widely used industrial automation software from Rockwell Automation. This vulnerability is pa ... 

            Read more

        

        

        

            

                 Published Date: 

                    Feb 02, 2025 (1 day, 7 hours ago)

            […]

 https:// whalers.ir/blog/cve-2025-24480 -impacts-rockwell-automation/5517/"
['CVE-2024-23963'],2025-02-01,mastodon,"CVE-2024-23963 – Alpine Halo9 Bluetooth PBAP Code Execution Vulnerability 

CVE ID : CVE-2024-23963

Published :  Jan. 31, 2025, 12:15 a.m. | 1 day, 3 hours ago

Description : This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of Alpine Halo9 devices. An attacker must first obtain the ability to pair a malicious Bluetooth device with the target system in order to exploit this vulnerability.

The specific flaw exists within the PBAP_DecodeVCARD function. The issue results from the lack of proper validation of […]

 https:// whalers.ir/blog/cve-2024-23963 -alpine-halo9-bluetooth-pbap-code-execution-vulnerability/5487/"
['CVE-2024-23963'],2025-02-01,mastodon,"CVE-2024-23963 – Alpine Halo9 Bluetooth PBAP Code Execution Vulnerability 

CVE ID : CVE-2024-23963

Published :  Jan. 31, 2025, 12:15 a.m. | 1 day, 3 hours ago

Description : This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of Alpine Halo9 devices. An attacker must first obtain the ability to pair a malicious Bluetooth device with the target system in order to exploit this vulnerability.

The specific flaw exists within the PBAP_DecodeVCARD function. The issue results from the lack of proper validation of […]

 https:// whalers.ir/blog/cve-2024-23963 -alpine-halo9-bluetooth-pbap-code-execution-vulnerability/5487/"
['cve-2024-23963'],2025-02-01,mastodon,"CVE-2024-23963 – Alpine Halo9 Bluetooth PBAP Code Execution Vulnerability 

CVE ID : CVE-2024-23963

Published :  Jan. 31, 2025, 12:15 a.m. | 1 day, 3 hours ago

Description : This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of Alpine Halo9 devices. An attacker must first obtain the ability to pair a malicious Bluetooth device with the target system in order to exploit this vulnerability.

The specific flaw exists within the PBAP_DecodeVCARD function. The issue results from the lack of proper validation of […]

 https:// whalers.ir/blog/cve-2024-23963 -alpine-halo9-bluetooth-pbap-code-execution-vulnerability/5487/"
['cve-2024-23963'],2025-02-01,mastodon,"CVE-2024-23963 – Alpine Halo9 Bluetooth PBAP Code Execution Vulnerability 

CVE ID : CVE-2024-23963

Published :  Jan. 31, 2025, 12:15 a.m. | 1 day, 3 hours ago

Description : This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of Alpine Halo9 devices. An attacker must first obtain the ability to pair a malicious Bluetooth device with the target system in order to exploit this vulnerability.

The specific flaw exists within the PBAP_DecodeVCARD function. The issue results from the lack of proper validation of […]

 https:// whalers.ir/blog/cve-2024-23963 -alpine-halo9-bluetooth-pbap-code-execution-vulnerability/5487/"
['cve-2024-55591'],2025-01-29,mastodon,"Due to watchTowr's excellent analysis - aptly named ""Get FortiRekt"" - I am tempted to include an additional column in my bingo sheet that says ""Node.js used for critical functions"", I mean wtf, a 53K LoC Node monolith?  https:// labs.watchtowr.com/get-fortire kt-i-am-the-super_admin-now-fortios-authentication-bypass-cve-2024-55591/ # cve -2025-55591  # insecurity -appliance"
['cve-2024-55591'],2025-01-29,mastodon,"Due to watchTowr's excellent analysis - aptly named ""Get FortiRekt"" - I am tempted to include an additional column in my bingo sheet that says ""Node.js used for critical functions"", I mean wtf, a 53K LoC Node monolith?  https:// labs.watchtowr.com/get-fortire kt-i-am-the-super_admin-now-fortios-authentication-bypass-cve-2024-55591/ # cve -2025-55591  # insecurity -appliance"
['CVE-2024-46507'],2025-01-29,mastodon,CVE-2024-46507: Yeti Platform Server-Side Template Injection (SSTI) https:// rhinosecuritylabs.com/research /cve-2024-46507-yeti-server-side-template-injection-ssti/ # cve
['cve-2024-46507'],2025-01-29,mastodon,CVE-2024-46507: Yeti Platform Server-Side Template Injection (SSTI) https:// rhinosecuritylabs.com/research /cve-2024-46507-yeti-server-side-template-injection-ssti/ # cve
['cve-2024-46507'],2025-01-29,mastodon,CVE-2024-46507: Yeti Platform Server-Side Template Injection (SSTI) https:// rhinosecuritylabs.com/research /cve-2024-46507-yeti-server-side-template-injection-ssti/ # cve
['CVE-2024-12749'],2025-01-29,mastodon,"CVE-2024-12749 – WordPress Competition Form XSS Vulnerability 

CVE ID : CVE-2024-12749

Published :  Jan. 29, 2025, 6:15 a.m. | 45 minutes ago

Description : The Competition Form WordPress plugin through 2.0 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against high privilege users such as admin.

Severity: 0.0 | NA

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-12749 -wordpress-competition-form-xss-vulnerability/5309/"
['CVE-2024-12749'],2025-01-29,mastodon,"CVE-2024-12749 – WordPress Competition Form XSS Vulnerability 

CVE ID : CVE-2024-12749

Published :  Jan. 29, 2025, 6:15 a.m. | 45 minutes ago

Description : The Competition Form WordPress plugin through 2.0 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against high privilege users such as admin.

Severity: 0.0 | NA

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-12749 -wordpress-competition-form-xss-vulnerability/5309/"
['cve-2024-12749'],2025-01-29,mastodon,"CVE-2024-12749 – WordPress Competition Form XSS Vulnerability 

CVE ID : CVE-2024-12749

Published :  Jan. 29, 2025, 6:15 a.m. | 45 minutes ago

Description : The Competition Form WordPress plugin through 2.0 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against high privilege users such as admin.

Severity: 0.0 | NA

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-12749 -wordpress-competition-form-xss-vulnerability/5309/"
['cve-2024-12749'],2025-01-29,mastodon,"CVE-2024-12749 – WordPress Competition Form XSS Vulnerability 

CVE ID : CVE-2024-12749

Published :  Jan. 29, 2025, 6:15 a.m. | 45 minutes ago

Description : The Competition Form WordPress plugin through 2.0 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against high privilege users such as admin.

Severity: 0.0 | NA

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-12749 -wordpress-competition-form-xss-vulnerability/5309/"
['CVE-2025-0806'],2025-01-29,mastodon,"CVE-2025-0806 – Code-projects Job Recruitment Cross Site Scripting Vulnerability 

CVE ID : CVE-2025-0806

Published :  Jan. 29, 2025, 3:15 a.m. | 3 hours, 46 minutes ago

Description : A vulnerability was found in code-projects Job Recruitment 1.0. It has been rated as problematic. This issue affects some unknown processing of the file _call_job_search_ajax.php. The manipulation of the argument job_type leads to cross site scripting. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used.

Severity: 4.3 | MEDIUM

Visit the […]

 https:// whalers.ir/blog/cve-2025-0806- code-projects-job-recruitment-cross-site-scripting-vulnerability/5307/"
['CVE-2025-0806'],2025-01-29,mastodon,"CVE-2025-0806 – Code-projects Job Recruitment Cross Site Scripting Vulnerability 

CVE ID : CVE-2025-0806

Published :  Jan. 29, 2025, 3:15 a.m. | 3 hours, 46 minutes ago

Description : A vulnerability was found in code-projects Job Recruitment 1.0. It has been rated as problematic. This issue affects some unknown processing of the file _call_job_search_ajax.php. The manipulation of the argument job_type leads to cross site scripting. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used.

Severity: 4.3 | MEDIUM

Visit the […]

 https:// whalers.ir/blog/cve-2025-0806- code-projects-job-recruitment-cross-site-scripting-vulnerability/5307/"
['cve-2025-0806'],2025-01-29,mastodon,"CVE-2025-0806 – Code-projects Job Recruitment Cross Site Scripting Vulnerability 

CVE ID : CVE-2025-0806

Published :  Jan. 29, 2025, 3:15 a.m. | 3 hours, 46 minutes ago

Description : A vulnerability was found in code-projects Job Recruitment 1.0. It has been rated as problematic. This issue affects some unknown processing of the file _call_job_search_ajax.php. The manipulation of the argument job_type leads to cross site scripting. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used.

Severity: 4.3 | MEDIUM

Visit the […]

 https:// whalers.ir/blog/cve-2025-0806- code-projects-job-recruitment-cross-site-scripting-vulnerability/5307/"
['cve-2025-0806'],2025-01-29,mastodon,"CVE-2025-0806 – Code-projects Job Recruitment Cross Site Scripting Vulnerability 

CVE ID : CVE-2025-0806

Published :  Jan. 29, 2025, 3:15 a.m. | 3 hours, 46 minutes ago

Description : A vulnerability was found in code-projects Job Recruitment 1.0. It has been rated as problematic. This issue affects some unknown processing of the file _call_job_search_ajax.php. The manipulation of the argument job_type leads to cross site scripting. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used.

Severity: 4.3 | MEDIUM

Visit the […]

 https:// whalers.ir/blog/cve-2025-0806- code-projects-job-recruitment-cross-site-scripting-vulnerability/5307/"
['CVE-2025-0803'],2025-01-29,mastodon,"CVE-2025-0803 – Codezips Gym Management System SQL Injection Vulnerability 

CVE ID : CVE-2025-0803

Published :  Jan. 29, 2025, 2:15 a.m. | 4 hours, 45 minutes ago

Description : A vulnerability, which was classified as critical, has been found in Codezips Gym Management System 1.0. Affected by this issue is some unknown functionality of the file /dashboard/admin/submit_plan_new.php. The manipulation of the argument planid leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used.

Severity: 7.3 | […]

 https:// whalers.ir/blog/cve-2025-0803- codezips-gym-management-system-sql-injection-vulnerability/5305/"
['CVE-2025-0803'],2025-01-29,mastodon,"CVE-2025-0803 – Codezips Gym Management System SQL Injection Vulnerability 

CVE ID : CVE-2025-0803

Published :  Jan. 29, 2025, 2:15 a.m. | 4 hours, 45 minutes ago

Description : A vulnerability, which was classified as critical, has been found in Codezips Gym Management System 1.0. Affected by this issue is some unknown functionality of the file /dashboard/admin/submit_plan_new.php. The manipulation of the argument planid leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used.

Severity: 7.3 | […]

 https:// whalers.ir/blog/cve-2025-0803- codezips-gym-management-system-sql-injection-vulnerability/5305/"
['cve-2025-0803'],2025-01-29,mastodon,"CVE-2025-0803 – Codezips Gym Management System SQL Injection Vulnerability 

CVE ID : CVE-2025-0803

Published :  Jan. 29, 2025, 2:15 a.m. | 4 hours, 45 minutes ago

Description : A vulnerability, which was classified as critical, has been found in Codezips Gym Management System 1.0. Affected by this issue is some unknown functionality of the file /dashboard/admin/submit_plan_new.php. The manipulation of the argument planid leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used.

Severity: 7.3 | […]

 https:// whalers.ir/blog/cve-2025-0803- codezips-gym-management-system-sql-injection-vulnerability/5305/"
['cve-2025-0803'],2025-01-29,mastodon,"CVE-2025-0803 – Codezips Gym Management System SQL Injection Vulnerability 

CVE ID : CVE-2025-0803

Published :  Jan. 29, 2025, 2:15 a.m. | 4 hours, 45 minutes ago

Description : A vulnerability, which was classified as critical, has been found in Codezips Gym Management System 1.0. Affected by this issue is some unknown functionality of the file /dashboard/admin/submit_plan_new.php. The manipulation of the argument planid leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used.

Severity: 7.3 | […]

 https:// whalers.ir/blog/cve-2025-0803- codezips-gym-management-system-sql-injection-vulnerability/5305/"
['CVE-2025-0800'],2025-01-29,mastodon,"CVE-2025-0800 – SourceCodester Online Courseware Cross Site Scripting 

CVE ID : CVE-2025-0800

Published :  Jan. 29, 2025, 2:15 a.m. | 4 hours, 45 minutes ago

Description : A vulnerability classified as problematic has been found in SourceCodester Online Courseware 1.0. Affected is an unknown function of the file /pcci/admin/saveeditt.php of the component Edit Teacher. The manipulation of the argument fname leads to cross site scripting. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used.

Severity: […]

 https:// whalers.ir/blog/cve-2025-0800- sourcecodester-online-courseware-cross-site-scripting/5303/"
['CVE-2025-0800'],2025-01-29,mastodon,"CVE-2025-0800 – SourceCodester Online Courseware Cross Site Scripting 

CVE ID : CVE-2025-0800

Published :  Jan. 29, 2025, 2:15 a.m. | 4 hours, 45 minutes ago

Description : A vulnerability classified as problematic has been found in SourceCodester Online Courseware 1.0. Affected is an unknown function of the file /pcci/admin/saveeditt.php of the component Edit Teacher. The manipulation of the argument fname leads to cross site scripting. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used.

Severity: […]

 https:// whalers.ir/blog/cve-2025-0800- sourcecodester-online-courseware-cross-site-scripting/5303/"
['cve-2025-0800'],2025-01-29,mastodon,"CVE-2025-0800 – SourceCodester Online Courseware Cross Site Scripting 

CVE ID : CVE-2025-0800

Published :  Jan. 29, 2025, 2:15 a.m. | 4 hours, 45 minutes ago

Description : A vulnerability classified as problematic has been found in SourceCodester Online Courseware 1.0. Affected is an unknown function of the file /pcci/admin/saveeditt.php of the component Edit Teacher. The manipulation of the argument fname leads to cross site scripting. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used.

Severity: […]

 https:// whalers.ir/blog/cve-2025-0800- sourcecodester-online-courseware-cross-site-scripting/5303/"
['cve-2025-0800'],2025-01-29,mastodon,"CVE-2025-0800 – SourceCodester Online Courseware Cross Site Scripting 

CVE ID : CVE-2025-0800

Published :  Jan. 29, 2025, 2:15 a.m. | 4 hours, 45 minutes ago

Description : A vulnerability classified as problematic has been found in SourceCodester Online Courseware 1.0. Affected is an unknown function of the file /pcci/admin/saveeditt.php of the component Edit Teacher. The manipulation of the argument fname leads to cross site scripting. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used.

Severity: […]

 https:// whalers.ir/blog/cve-2025-0800- sourcecodester-online-courseware-cross-site-scripting/5303/"
['CVE-2024-40677'],2025-01-29,mastodon,"CVE-2024-40677 – Samsung AdvancedPowerUsage Denial of Service Local Privilege Escalation 

CVE ID : CVE-2024-40677

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In shouldSkipForInitialSUW of AdvancedPowerUsageDetail.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected […]

 https:// whalers.ir/blog/cve-2024-40677 -samsung-advancedpowerusage-denial-of-service-local-privilege-escalation/5301/"
['CVE-2024-40677'],2025-01-29,mastodon,"CVE-2024-40677 – Samsung AdvancedPowerUsage Denial of Service Local Privilege Escalation 

CVE ID : CVE-2024-40677

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In shouldSkipForInitialSUW of AdvancedPowerUsageDetail.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected […]

 https:// whalers.ir/blog/cve-2024-40677 -samsung-advancedpowerusage-denial-of-service-local-privilege-escalation/5301/"
['cve-2024-40677'],2025-01-29,mastodon,"CVE-2024-40677 – Samsung AdvancedPowerUsage Denial of Service Local Privilege Escalation 

CVE ID : CVE-2024-40677

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In shouldSkipForInitialSUW of AdvancedPowerUsageDetail.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected […]

 https:// whalers.ir/blog/cve-2024-40677 -samsung-advancedpowerusage-denial-of-service-local-privilege-escalation/5301/"
['cve-2024-40677'],2025-01-29,mastodon,"CVE-2024-40677 – Samsung AdvancedPowerUsage Denial of Service Local Privilege Escalation 

CVE ID : CVE-2024-40677

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In shouldSkipForInitialSUW of AdvancedPowerUsageDetail.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected […]

 https:// whalers.ir/blog/cve-2024-40677 -samsung-advancedpowerusage-denial-of-service-local-privilege-escalation/5301/"
['CVE-2024-40670'],2025-01-29,mastodon,"CVE-2024-40670 – Adobe Reader Use After Free (Local Privilege Escalation) 

CVE ID : CVE-2024-40670

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In TBD of TBD, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-40670 -adobe-reader-use-after-free-local-privilege-escalation/5299/"
['CVE-2024-40670'],2025-01-29,mastodon,"CVE-2024-40670 – Adobe Reader Use After Free (Local Privilege Escalation) 

CVE ID : CVE-2024-40670

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In TBD of TBD, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-40670 -adobe-reader-use-after-free-local-privilege-escalation/5299/"
